;description;lien
48;"كتاب رائع للخطيب فيه روائع القصص والأمثال مأخوذة من سير أعلام النبلاء ومرتبة على رياض الصالحين, و هذا الكتاب مفيد جدا للخطباء فيجدون المادة العلمية في كتاب ""رياض الصالحين"" للإمام النووي و هي الآيات البينات و الأحاديث الشريفة ثم يجدون في هذا الكتاب ""منجد الخطيب"" القصص و الآثار عن السلف الصالح و علماء المسلمين و هي مأخوذة من كتاب ""سير أعلام النبلاء"" للإمام الذهبي
فهذه القصص و الأمثال المقتطفة مرتبة على أبواب ""رياض الصالحين"" حتى يسهل على الخطيب العثور عليها في موضوعها
طبعة جميلة مع ذكر المصادر من ""سير أعلام النبلاء"" في مجلدين
";https://www.sifatusafwa.com/ar/أقوال-السلف/munjid-al-khatib-stories-athar-from-siyar-alam-nubala.html
49;"رسالة دكتوراه نال بها الدكتور أمحزون الدرجة، وهي رسالة رائعة حول منهج أهل السنة في قراءة التاريخ بصفة عامة ومن بعده مدارسة أحدث الفتنة بين الصحابة وتحقيقها من خلال روايات الإمام الطبري والمُحدثين، والإمام الطبري خصوصًا لأن كتابه في التاريخ والذي قد جمع فيه جميع الروايات بأسانيدها(لاحظ من أسند فقد تخلص من الحرج) ليأتي من بعده من يمحص ويراجع هذه الروايات ويميز الخبيث من الطيب، والكتاب هذا قد استغله المغرضون على مر العصور للطعن على الصحابة والخوض فيهم بلا وجه حق، فيأتي الدكتور أمحزون في كتابه هذا ويضع المنهج ويقرأ التاريخ بمنهج أهل السنة والجماعة وبضوابط تتفق مع عقيدة أهل السنة والجماعة في الصحابة
الكتاب رائع وأنصح به كل من يريد أن يقرأ عن الفتنة كي يطمئن قلبه بالعلم، وهو بالنسبة لي درجة من درجات السلم قد وفقني الله للإرتقاء بها بعد سلسلة من القراءات المختلفة في هذا الموضوع الشائط
";https://www.sifatusafwa.com/ar/أقوال-السلف/tahqeeq-mawaaqif-as-sahaabah-fi-al-fitnah.html
50;"كتيب جيد جداً، أفضل ما فيه الخطوات العملية للحفظ والتثبيت والمراجعة سواء للكبار أو الصغار، كانت مفصلة بشكل بسيط وسهل التنفيذ
";https://www.sifatusafwa.com/ar/أقوال-السلف/the-methodology-of-the-salaf-in-caring-for-the-noble-quran.html
51;"جمع ابن قتيبة (276 هـ) كتابه هذا في الأدب ولم يجعل المقصد منه سرد الآيات والأحاديث ولكنه لم يخله منها بل جعله كالمائدة فيها من الأطعمة والأشربة الألوان المختلفة لاختلاف أمزجة ومقاصد المجتمعين حولها ولكنه رأى أن كتابه باب من أبواب الخير فيه الإرشاد والنوادر والمضحكات والفكاهة وغيرها من الخطب والأشعار ومدح المناقب وحسن الخلق وذم المثالب، وفيه أخبار عن حيوانات وصنوف أبواب الأدب كالوصف وغيره، وأخبار الحوائج والطعام والإخوان والحرب والسؤدد والسلطان
طبعة محققة مع شرح لبعض الكلمات التي تحتاج إلى بيان مع التشكيل لبعض النصوص في أربعة مجلدات - حجم (20*28 سم)
";https://www.sifatusafwa.com/ar/الآداب-الزهد-العلم-الأذكار-الآخرة/-uyoon-al-akhbaar-by-imam-ibn-qutaybah-4-larges-volumes.html
52;" 
";https://www.sifatusafwa.com/ar/الآداب-الزهد-العلم-الأذكار-الآخرة/40-majalis-fi-suhbah-al-habib-ﷺ-sirah-akhlaq-shamail.html
53;"مواعظ الإمام عبد الله المبارك (181 هـ)
قام بجمعها الشيخ صالح الشامي - مع ذكر المصادر في الحاشية
";https://www.sifatusafwa.com/ar/الآداب-الزهد-العلم-الأذكار-الآخرة/advice-and-admonitions-of-abdullah-ibn-al-mubarak-181h.html
54;"مواعظ الإمام أبي سليمان الداراني (205 هـ)
قام بجمعها الشيخ صالح الشامي - مع ذكر المصادر في الحاشية
";https://www.sifatusafwa.com/ar/الآداب-الزهد-العلم-الأذكار-الآخرة/advice-and-admonitions-of-abi-sulayman-ad-darani-205h.html
55;"مواعظ الإمام الحارث المحاسبي (243 هـ)
قام بجمعها الشيخ صالح الشامي - مع ذكر المصادر في الحاشية
";https://www.sifatusafwa.com/ar/الآداب-الزهد-العلم-الأذكار-الآخرة/advice-and-admonitions-of-al-harith-al-muhasibi-243h.html
56;"مواعظ الإمام أحمد بن حنبل (241 هـ)
قام بجمعها الشيخ صالح الشامي - مع ذكر المصادر في الحاشية
";https://www.sifatusafwa.com/ar/الآداب-الزهد-العلم-الأذكار-الآخرة/advice-and-admonitions-of-imam-ahmad-ibn-hanbal-241h.html
57;"مواعظ الإمام الأوزاعي (157 هـ)
قام بجمعها الشيخ صالح الشامي - مع ذكر المصادر في الحاشية
";https://www.sifatusafwa.com/ar/الآداب-الزهد-العلم-الأذكار-الآخرة/advice-and-admonitions-of-imam-al-awza-i-157h.html
58;"مواعظ الإمام الجنيد (297 هـ)
قام بجمعها الشيخ صالح الشامي - مع ذكر المصادر في الحاشية
";https://www.sifatusafwa.com/ar/الآداب-الزهد-العلم-الأذكار-الآخرة/advice-and-admonitions-of-imam-al-junayd-297h.html
59;"مواعظ الإمام زين العابدين (94 هـ)
قام بجمعها الشيخ صالح الشامي - مع ذكر المصادر في الحاشية
";https://www.sifatusafwa.com/ar/الآداب-الزهد-العلم-الأذكار-الآخرة/advice-and-admonitions-of-imam-zayn-al-abidin-94h.html
60;"مواعظ الإمام سفيان الثوري (161 هـ)
قام بجمعها الشيخ صالح الشامي - مع ذكر المصادر في الحاشية
";https://www.sifatusafwa.com/ar/الآداب-الزهد-العلم-الأذكار-الآخرة/advice-and-admonitions-of-sufyan-ath-thawri-161h.html
61;"جمع المؤلف فيه الأحاديث الصحيحة المتعلقة بالآداب والأذكار، وقد اجتهد في تبوبيها، وترتيبها، وقد قسم الكتاب إلى قسمين : قسم للآداب وقسم للأذكار
طبعة مشكولة - طباعة بالحبر الأسود و الأحمر على ورق شمواه
";https://www.sifatusafwa.com/ar/الآداب-الزهد-العلم-الأذكار-الآخرة/al-adhkar-wa-al-adab-mustawa-tamhidi-mutun-talib-al-ilm.html
62;"هذه الرسالة هي في الأصل درس لفضيلة الشيخ صالح الفوزان بعنوان: الفقه في الدين عصمة من الفتن
في آخر الرسالة أسئلة و أجوبة مع سماحة الشيخ ابن باز حول هذا الموضوع
طبعة مخرجة الأحاديث - طباعة بالحبر الأسود و الأحمر على ورق شمواه
";https://www.sifatusafwa.com/ar/الآداب-الزهد-العلم-الأذكار-الآخرة/al-fiqh-fi-ad-deen-shaykh-saalih-al-fawzaan.html
63;"رسالة جامعية حول التعليم في المدينة المنورة في عهد النبي صلى الله عليه وسلم
طبعة سعودية جميلة
";https://www.sifatusafwa.com/ar/الآداب-الزهد-العلم-الأذكار-الآخرة/at-tal-im-fi-al-madinah-al-munawarah-fi-ahd-an-nabi.html
64;"هذا الكتاب عبارة عن مجالس كان يعقدها المؤلف للتذكير بالله والوعظ، وهي عبارة عن ثمانية عشر مجلساً ومنها: مجلس في الاستعاذة ومجلس في ذكر القيامة وأهوالها ومجلس في ذكر الجنة وأوصافها ومجلس في فضل الصيام وغيرها من المجالس
";https://www.sifatusafwa.com/ar/الآداب-الزهد-العلم-الأذكار-الآخرة/bustaan-al-waa-idheen-wa-riyaad-as-saami-een-ibn-al-jawzi.html#/21-edition-egyptian
65;"هذا الكتاب عبارة عن مجالس كان يعقدها المؤلف للتذكير بالله والوعظ، وهي عبارة عن ثمانية عشر مجلساً ومنها: مجلس في الاستعاذة ومجلس في ذكر القيامة وأهوالها ومجلس في ذكر الجنة وأوصافها ومجلس في فضل الصيام وغيرها من المجالس
";https://www.sifatusafwa.com/ar/الآداب-الزهد-العلم-الأذكار-الآخرة/bustaan-al-waa-idheen-wa-riyaad-as-saami-een-ibn-al-jawzi.html#/23-edition-lebanese_saudi_quality
66;"خطب الشيخ عبد الرزاق البدر المنبرية في ثلاثة مجلدات
";https://www.sifatusafwa.com/ar/الآداب-الزهد-العلم-الأذكار-الآخرة/collection-of-khutbas-of-shaykh-abd-ar-razzaq-al-badr-3-volumes.html
67;"قال الشيخ عبد الرحمن بن ناصر السعدي - رحمه الله تعالى - في مقدمة كتابه: «الدُّرَّة الفاخرة في التعليق على منظومة السير إلى الله والدار الآخرة»: «هذا تعليقٌ لطيفٌ على (منظومتي) في السير إلى الله والدار الآخرة؛ يَحُلُّ معانيَها, ويوضح مَبَانيَها؛ فإنها قد حصلت على كبيرٍ من منازل السائرين إلى الله, التي توصِلُ صاحبَها إلى جناتِ النعيمِ في جوار الرب الكريم, وتمنعُهُ من عذابِ الجحيمِ والحجابِ الأليم, والله المسؤول - بفضله ومنِّه - أن يجعلَه خالصًا لوجهه, مقرِّبًا عندَهُ»
";https://www.sifatusafwa.com/ar/الآداب-الزهد-العلم-الأذكار-الآخرة/durar-fakhirah-fi-ta-liq-ala-mandhumah-siyar-ila-allah-al-sa-di.html
68;"قد أثنى ابن القيم على كتابه ""جلاء الأفهام"" في كتابه ""زاد المعاد"" فقال: ""هو كتاب فرد في معناه, لم يسبق إلى مثله في كثرة فوائده و غزارتها, بينا فيه الأحاديث الواردة في الصلاة و السلام عليه, صحيحها من حسنها و معلولها, و بينا ما في معلولها من العلل بيانا شافيا, ثم أسرار هذا الدعاء و شرفه, و ما اشتمل عليه من الحكم و الفوائد, ثم مواطن الصلاة و محالها, ثم الكلام على مقدار الواجب منها و اختلاف أهل العلم فيه و ترجيح الراجح و تزييف المزيف, و مخبر الكتاب فوق وصفه""
على أن توسع المؤلف في هذا الموضوع جعل الفائدة منه قاصرة على طلاب العلم الذين هم على دراية بعلوم الحديث و معرفة باللغة, و أما عامة الناس فلن يستفيد منه إلا من رزق الصبر على القراءة و قليل ما هم
لذا رأيت أن أقوم بتقريبه, و ليست الغاية من ذلك اختصار الكتاب أو انتقاء بعضه و ترك بعضه الآخر, و إنما استخلاص المادة ذات العلاقة بالموضوع و ضم بعضها إلى بعض بحيث يكون الموضوع قريب المتناول واضح المعالم
يتألف الكتاب من ستة أبواب
الأحاديث الواردة في الصلاة على النبي صلى الله عليه وسلم
في معاني كلمات الصلوات الإبراهيمية
في مواطن الصلاة على النبي صلى الله عليه وسلم
في فوائد الصلاة عليه و ثمراتها
الصلاة على غير النبي و آله
فضل الصلاة على النبي صلى الله عليه وسلم
";https://www.sifatusafwa.com/ar/الآداب-الزهد-العلم-الأذكار-الآخرة/fadl-salat-ala-khatim-al-anbiya-ibn-qayyim-al-jawziyyah.html
